text ,domain,name ,kind ,model
"obstinate resolution, in contesting openly and directly with him, when he is perfectly prepared",CollegeEssay_real_3770,Real College Essays,Human-Written,Human
"to resist, as, by a cool opposition and indirect means. There are different methods of attaining",CollegeEssay_real_3771,Real College Essays,Human-Written,Human
the same end; and those which are the least obvious to the animal should be adopted: a lady,CollegeEssay_real_3772,Real College Essays,Human-Written,Human
"cannot rival him in physical strength, but she may conquer him by mere ingenuity, or subdue",CollegeEssay_real_3773,Real College Essays,Human-Written,Human
"him by a calm, determined assumption of superior power.",CollegeEssay_real_3774,Real College Essays,Human-Written,Human
,CollegeEssay_real_3775,Real College Essays,Human-Written,Human
VICES.,CollegeEssay_real_3776,Real College Essays,Human-Written,Human
,CollegeEssay_real_3777,Real College Essays,Human-Written,Human
"Some horses are addicted to a very troublesome and vicious habit of turning round suddenly,--we",CollegeEssay_real_3778,Real College Essays,Human-Written,Human
"do not here allude to shyness, but restiveness,--without exhibiting any previous symptom of",CollegeEssay_real_3779,Real College Essays,Human-Written,Human
"their intention. A horse soon ascertains that the left hand is weaker than the right, and,",CollegeEssay_real_3780,Real College Essays,Human-Written,Human
"consequently, less able to oppose him; he, therefore, turns on the off side, and with such",CollegeEssay_real_3781,Real College Essays,Human-Written,Human
"force and suddenness, that it is almost impossible, even if the rider be prepared for the attack,",CollegeEssay_real_3782,Real College Essays,Human-Written,Human
to prevent him.,CollegeEssay_real_3783,Real College Essays,Human-Written,Human
,CollegeEssay_real_3784,Real College Essays,Human-Written,Human
"In this case, it would be unwise to make the attempt: the rider would be foiled, and the horse",CollegeEssay_real_3785,Real College Essays,Human-Written,Human
"become encouraged, by his success in the struggle, to make similar endeavours to have his own",CollegeEssay_real_3786,Real College Essays,Human-Written,Human
"way, or dismount his rider. The better plan is, instead of endeavouring to prevent him from",CollegeEssay_real_3787,Real College Essays,Human-Written,Human
"turning, with the left hand, to pull him sharply with the right, until his head has made a",CollegeEssay_real_3788,Real College Essays,Human-Written,Human
"complete circle, and he finds, to his astonishment, that he is precisely in the place from",CollegeEssay_real_3789,Real College Essays,Human-Written,Human
which he started.,CollegeEssay_real_3790,Real College Essays,Human-Written,Human
,CollegeEssay_real_3791,Real College Essays,Human-Written,Human
"Should he repeat the turn, on the rider's attempting to urge him on, she should pull him round,",CollegeEssay_real_3792,Real College Essays,Human-Written,Human
"on the same side, three or four times, and assist the power of the hand in so doing, by a smart",CollegeEssay_real_3793,Real College Essays,Human-Written,Human
"aid of the whip, or the leg. While this is doing, she must take care to preserve her balance,",CollegeEssay_real_3794,Real College Essays,Human-Written,Human
by an inclination of her body to the centre of the circle described by the horse's head.,CollegeEssay_real_3795,Real College Essays,Human-Written,Human
,CollegeEssay_real_3796,Real College Essays,Human-Written,Human
"The same plan may be pursued when a horse endeavours to turn a corner, contrary to the wish",CollegeEssay_real_3797,Real College Essays,Human-Written,Human
"of his rider; and, if he be successfully baffled, three or four times, it is most probable",CollegeEssay_real_3798,Real College Essays,Human-Written,Human
that he will not renew his endeavours.,CollegeEssay_real_3799,Real College Essays,Human-Written,Human
,CollegeEssay_real_3800,Real College Essays,Human-Written,Human
"On the same principle, when a horse refuses to advance, and whipping would increase his obstinacy,",CollegeEssay_real_3801,Real College Essays,Human-Written,Human
"or make him rear, or bolt away in a different direction, it is advisable to make him walk backward,",CollegeEssay_real_3802,Real College Essays,Human-Written,Human
until he evinces a willingness to advance.,CollegeEssay_real_3803,Real College Essays,Human-Written,Human
,CollegeEssay_real_3804,Real College Essays,Human-Written,Human
"A runaway might, in many instances, be cured of his vice by being suffered to gallop, unchecked,",CollegeEssay_real_3805,Real College Essays,Human-Written,Human
"and being urged forward, when he shewed an inclination to abate his speed, rather than by attempting",CollegeEssay_real_3806,Real College Essays,Human-Written,Human
"to pull him in: but this remedy is, in most situations, dangerous, even for men; and all other",CollegeEssay_real_3807,Real College Essays,Human-Written,Human
means should be tried before it is resorted to by a lady. Should our fair young reader have,CollegeEssay_real_3808,Real College Essays,Human-Written,Human
"the misfortune to be mounted on a runaway, she may avoid evil consequences, if she can contrive",CollegeEssay_real_3809,Real College Essays,Human-Written,Human
"to retain her self-possession, and act as we are about to direct. She must endeavour to maintain",CollegeEssay_real_3810,Real College Essays,Human-Written,Human
"her seat, at all hazards, and to preserve the best balance, or position of body, to carry her",CollegeEssay_real_3811,Real College Essays,Human-Written,Human
"defences into operation. The least symptom of alarm, on her part, will increase the terror",CollegeEssay_real_3812,Real College Essays,Human-Written,Human
"or determination of the horse. A dead heavy pull at the bridle will rather aid him, than otherwise,",CollegeEssay_real_3813,Real College Essays,Human-Written,Human
"in his speed, and prevent her from having sufficient mastery over his mouth and her own hands",CollegeEssay_real_3814,Real College Essays,Human-Written,Human
"to guide him. She must, therefore, hold the reins in such a manner as to keep the horse together",CollegeEssay_real_3815,Real College Essays,Human-Written,Human
"when at the height of his pace, and to guide him from running against anything in his course;",CollegeEssay_real_3816,Real College Essays,Human-Written,Human
"and, it is most probable that he will soon abate his speed, and gradually subside into a moderate",CollegeEssay_real_3817,Real College Essays,Human-Written,Human
"pace. Sawing the mouth (that is, pulling each rein alternately) will frequently bring a horse",CollegeEssay_real_3818,Real College Essays,Human-Written,Human
"up, in a few minutes. Slackening the reins for an instant, and then jerking them with force,",CollegeEssay_real_3819,Real College Essays,Human-Written,Human
"may also produce a similar effect: but, if the latter mode be adopted, the rider must take",CollegeEssay_real_3820,Real College Essays,Human-Written,Human
"care that the horse, by stopping suddenly, do not bring her on his neck, or throw her over",CollegeEssay_real_3821,Real College Essays,Human-Written,Human
his head.,CollegeEssay_real_3822,Real College Essays,Human-Written,Human
,CollegeEssay_real_3823,Real College Essays,Human-Written,Human
"In whatever manner the runaway be stopped, it is advisable for the lady to be on the alert,",CollegeEssay_real_3824,Real College Essays,Human-Written,Human
"lest he should become so disunited, by the operation, as to fall.",CollegeEssay_real_3825,Real College Essays,Human-Written,Human
,CollegeEssay_real_3826,Real College Essays,Human-Written,Human
"Our readers may think, perhaps, that this advice, however easy to give, is difficult to follow:",CollegeEssay_real_3827,Real College Essays,Human-Written,Human
"we beg leave, however, to tell them, that although it is not so easy as drawing on a glove,",CollegeEssay_real_3828,Real College Essays,Human-Written,Human
"or replacing a stray curl, it is much more practicable than they may imagine; though, we trust,",CollegeEssay_real_3829,Real College Essays,Human-Written,Human
they may never have occasion to put it to the proof.,CollegeEssay_real_3830,Real College Essays,Human-Written,Human
,CollegeEssay_real_3831,Real College Essays,Human-Written,Human
"There is another situation, in which it is advisable to force the horse, apparently, to have",CollegeEssay_real_3832,Real College Essays,Human-Written,Human
"his own way, in order to baffle his attempts. Restive horses, or even docile animals, when",CollegeEssay_real_3833,Real College Essays,Human-Written,Human
"put out of temper, sometimes endeavour to crush their riders' legs against walls, gates, trees,",CollegeEssay_real_3834,Real College Essays,Human-Written,Human
"posts, &c. An inexperienced lady, under such circumstances, would strive to pull the horse",CollegeEssay_real_3835,Real College Essays,Human-Written,Human
away; but her exertions would be unavailing: the animal would feel that he could master the,CollegeEssay_real_3836,Real College Essays,Human-Written,Human
"opposition, and thus discovering the rider's weakness, turn it to her disadvantage on future",CollegeEssay_real_3837,Real College Essays,Human-Written,Human
"occasions. We cannot too often repeat, that, although a rider should not desist until she have",CollegeEssay_real_3838,Real College Essays,Human-Written,Human
"subdued her horse, she must never enter into an open, undisguised contest with him. It is useless",CollegeEssay_real_3839,Real College Essays,Human-Written,Human
to attack him on a point which he is resolute in defending: the assault should rather be directed,CollegeEssay_real_3840,Real College Essays,Human-Written,Human
"to his weaker side. If he fortify himself in one place, he must proportionately diminish his",CollegeEssay_real_3841,Real College Essays,Human-Written,Human
powers of defence in another. He anticipates and prepares to resist any attempt to overcome,CollegeEssay_real_3842,Real College Essays,Human-Written,Human
"him on his strong side; and his astonishment at being attacked on the other, and with success,",CollegeEssay_real_3843,Real College Essays,Human-Written,Human
"on account of his weakness in that quarter, goes far to dishearten and subdue him. If he plant",CollegeEssay_real_3844,Real College Essays,Human-Written,Human
"himself in a position of resistance against being forced to advance, it is a matter of very",CollegeEssay_real_3845,Real College Essays,Human-Written,Human
"little difficulty to make him go back. If he appear to be determined not to go to the right,",CollegeEssay_real_3846,Real College Essays,Human-Written,Human
"the rider may, on account of the mode in which he disposes his body and limbs, turn him, with",CollegeEssay_real_3847,Real College Essays,Human-Written,Human
"great facility, to the left. If he stand stock-still, and will not move in any direction, his",CollegeEssay_real_3848,Real College Essays,Human-Written,Human
"crime may be made his punishment: the rider, in such case, should sit patiently until he shew",CollegeEssay_real_3849,Real College Essays,Human-Written,Human
"a disposition to advance, which he probably will in a very short time, when he discovers that",CollegeEssay_real_3850,Real College Essays,Human-Written,Human
she is not annoyed by his standing still. Nothing will subdue a horse so soon as this mode,CollegeEssay_real_3851,Real College Essays,Human-Written,Human
"of turning his attacks against himself, and making his defences appear acts of obedience to",CollegeEssay_real_3852,Real College Essays,Human-Written,Human
"the rider's inclination. When, therefore, a horse viciously runs on one side towards a wall,",CollegeEssay_real_3853,Real College Essays,Human-Written,Human
"pull his head forcibly in the same direction and, if, by the aid of the leg or whip, you can",CollegeEssay_real_3854,Real College Essays,Human-Written,Human
"drive his croup out, you may succeed in backing him completely away from it. It is by no means",CollegeEssay_real_3855,Real College Essays,Human-Written,Human
"improbable, that when he finds that his rider is inclined to go to the wall as well as himself,",CollegeEssay_real_3856,Real College Essays,Human-Written,Human
"he will desist. Should he not, his croup may be so turned, outward, that he cannot do his rider",CollegeEssay_real_3857,Real College Essays,Human-Written,Human
any mischief.,CollegeEssay_real_3858,Real College Essays,Human-Written,Human
,CollegeEssay_real_3859,Real College Essays,Human-Written,Human
"In shying, the same principle may be acted upon, more advantageously, perhaps, than in any",CollegeEssay_real_3860,Real College Essays,Human-Written,Human
"other case. Should the lady's horse be alarmed at any object, and, instead of going up to,",CollegeEssay_real_3861,Real College Essays,Human-Written,Human
"or passing it, turn round, the rider should manage him as we have recommended in cases where",CollegeEssay_real_3862,Real College Essays,Human-Written,Human
"the horse turns, through restiveness. He should then be soothed and encouraged, rather than",CollegeEssay_real_3863,Real College Essays,Human-Written,Human
"urged by correction, to approach, or pass, the object that alarms him: to attempt to force",CollegeEssay_real_3864,Real College Essays,Human-Written,Human
"him up to it would be ridiculous and dangerous. If the horse swerve from an object, and try",CollegeEssay_real_3865,Real College Essays,Human-Written,Human
"to pass it at a brisk rate, it is useless to pull him towards it; for, if you succeed in bringing",CollegeEssay_real_3866,Real College Essays,Human-Written,Human
"his head on one side, his croup will be turned outward, and his legs work in an opposite direction.",CollegeEssay_real_3867,Real College Essays,Human-Written,Human
"This resistance will increase proportionately to the exertions made by the rider. A horse,",CollegeEssay_real_3868,Real College Essays,Human-Written,Human
"in this manner, may fly from imaginary, into real danger; for he cannot see where he is going,",CollegeEssay_real_3869,Real College Essays,Human-Written,Human
"nor what he may run against. Pulling in the rein, therefore, on the side from which the horse",CollegeEssay_real_3870,Real College Essays,Human-Written,Human
"shies, is improper; it should rather be slackened, and the horse's head turned away from the",CollegeEssay_real_3871,Real College Essays,Human-Written,Human
"object which terrifies him. By this mode, a triple advantage is gained: in the first place,",CollegeEssay_real_3872,Real College Essays,Human-Written,Human
"the horse's attention is diverted to other things; secondly,--the dreaded object loses half",CollegeEssay_real_3873,Real College Essays,Human-Written,Human
its terror when he finds no intention manifested on the rider's part to force him nearer to,CollegeEssay_real_3874,Real College Essays,Human-Written,Human
"it; and, lastly,--he is enabled to see, and, consequently, avoid any danger in front, or on",CollegeEssay_real_3875,Real College Essays,Human-Written,Human
the other side of him.,CollegeEssay_real_3876,Real College Essays,Human-Written,Human
,CollegeEssay_real_3877,Real College Essays,Human-Written,Human
"A horse may be coaxed and encouraged to go up to the object that alarms him; and, if the rider",CollegeEssay_real_3878,Real College Essays,Human-Written,Human
"succeed in making him approach it, a beneficial effect will be produced: the horse will discover",CollegeEssay_real_3879,Real College Essays,Human-Written,Human
"that his fears were groundless, and be less likely to start again from any similar cause. After",CollegeEssay_real_3880,Real College Essays,Human-Written,Human
"the first impulse of terror has subsided, the animal, if properly managed, will even manifest",CollegeEssay_real_3881,Real College Essays,Human-Written,Human
"an inclination to approach and examine the object that alarmed him: but, while he is so doing,",CollegeEssay_real_3882,Real College Essays,Human-Written,Human
"the rider must be on her guard; for the least movement, or timidity, on her part,--the rustling",CollegeEssay_real_3883,Real College Essays,Human-Written,Human
"of a leaf, or the passing of a shadow,--will, in all probability, frighten him again, and he",CollegeEssay_real_3884,Real College Essays,Human-Written,Human
"will start round more violently than before. After this, it will be exceedingly difficult to",CollegeEssay_real_3885,Real College Essays,Human-Written,Human
"bring him up to the object. Astley, however, whom we have before quoted, says, that should",CollegeEssay_real_3886,Real College Essays,Human-Written,Human
"the first trial prove unsuccessful, it must be repeated, until you succeed; adding, that the",CollegeEssay_real_3887,Real College Essays,Human-Written,Human
"second attempt should not be made until the horse's fears have subsided, and his confidence",CollegeEssay_real_3888,Real College Essays,Human-Written,Human
returned.,CollegeEssay_real_3889,Real College Essays,Human-Written,Human
,CollegeEssay_real_3890,Real College Essays,Human-Written,Human
"A horse that is rather shy, may, in many cases, be prevented from starting, by the rider turning",CollegeEssay_real_3891,Real College Essays,Human-Written,Human
"his head a little away from those objects, which, she knows by experience, are likely to alarm",CollegeEssay_real_3892,Real College Essays,Human-Written,Human
"him, as well before she approaches as while she passes them.",CollegeEssay_real_3893,Real College Essays,Human-Written,Human
,CollegeEssay_real_3894,Real College Essays,Human-Written,Human
"A lady, certainly, should not ride a horse addicted to shying, stumbling, rearing, or any other",CollegeEssay_real_3895,Real College Essays,Human-Written,Human
"vice: but she ought, nevertheless, to be prepared against the occurrence of either; for, however",CollegeEssay_real_3896,Real College Essays,Human-Written,Human
"careful and judicious those persons, by whom her horse is selected, may be, and however long",CollegeEssay_real_3897,Real College Essays,Human-Written,Human
"a trial she may have had of his temper and merits, she cannot be sure, when she takes the reins,",CollegeEssay_real_3898,Real College Essays,Human-Written,Human
"that she may not have to use her defences against rearing or kicking, or be required to exercise",CollegeEssay_real_3899,Real College Essays,Human-Written,Human
"her skill to save herself from the dangers attendant on starting or stumbling, before she dismounts.",CollegeEssay_real_3900,Real College Essays,Human-Written,Human
"The quietest horse may exhibit symptoms of vice, even without any apparent cause, after many",CollegeEssay_real_3901,Real College Essays,Human-Written,Human
"years of good behaviour; the best-tempered are not immaculate, nor the surest-footed infallible:",CollegeEssay_real_3902,Real College Essays,Human-Written,Human
"it is wise, therefore, to be prepared.",CollegeEssay_real_3903,Real College Essays,Human-Written,Human
,CollegeEssay_real_3904,Real College Essays,Human-Written,Human
"Stumbling is not merely unpleasant, but dangerous. To ride a horse that is apt to trip, is",CollegeEssay_real_3905,Real College Essays,Human-Written,Human
"like dwelling in a ruin: we cannot be comfortable if we feel that we are unsafe; and, truly,",CollegeEssay_real_3906,Real College Essays,Human-Written,Human
"there is no safety on the back of a stumbling nag. The best advice we can offer our reader,",CollegeEssay_real_3907,Real College Essays,Human-Written,Human
"as to such an animal, is never to ride him after his demerits are discovered: although the",CollegeEssay_real_3908,Real College Essays,Human-Written,Human
"best horse in the world, may, we must confess, make a false step, and even break his knees.",CollegeEssay_real_3909,Real College Essays,Human-Written,Human
,CollegeEssay_real_3910,Real College Essays,Human-Written,Human
"When a horse trips, his head should be raised and supported, by elevating the hand; and the",CollegeEssay_real_3911,Real College Essays,Human-Written,Human
"lady should instantly throw herself back, so as to relieve his shoulders from her weight. It",CollegeEssay_real_3912,Real College Essays,Human-Written,Human
"is useless to whip a horse after stumbling (as it is, also, after shying); for, it is clear,",CollegeEssay_real_3913,Real College Essays,Human-Written,Human
"he would not run the risk of breaking his knees, or his nose, if he could help it. If a horse",CollegeEssay_real_3914,Real College Essays,Human-Written,Human
"be constantly punished for stumbling, the moment he has recovered from a false step, he will",CollegeEssay_real_3915,Real College Essays,Human-Written,Human
"start forward, flurried and disunited, in fear of the whip, and not only put the rider to inconvenience,",CollegeEssay_real_3916,Real College Essays,Human-Written,Human
"but run the risk of a repetition of his mishap, before he regains his self-possession. It being",CollegeEssay_real_3917,Real College Essays,Human-Written,Human
"generally the practice,--and a very bad practice it is,--for riders to correct horses after",CollegeEssay_real_3918,Real College Essays,Human-Written,Human
"having made a false step, an habitual stumbler may be easily detected. When a horse, that is",CollegeEssay_real_3919,Real College Essays,Human-Written,Human
"tolerably safe, makes a false step, he gathers himself up, and is slightly animated for a moment",CollegeEssay_real_3920,Real College Essays,Human-Written,Human
"or two only, or goes on as if nothing had happened; but if he be an old offender, he will remember",CollegeEssay_real_3921,Real College Essays,Human-Written,Human
"the punishment he has repeatedly received immediately after a stumble, and dash forward in",CollegeEssay_real_3922,Real College Essays,Human-Written,Human
"the manner we have described, expecting the usual flagellation for his misfortune.",CollegeEssay_real_3923,Real College Essays,Human-Written,Human
,CollegeEssay_real_3924,Real College Essays,Human-Written,Human
"When a horse evinces any disposition to kick, or rear, the reins should be separated, and held",CollegeEssay_real_3925,Real College Essays,Human-Written,Human
"by both hands, in the manner we have described in a previous page. This should also be done",CollegeEssay_real_3926,Real College Essays,Human-Written,Human
"when he attempts to run away, grows restive, or shies. The body should also be put in its proper",CollegeEssay_real_3927,Real College Essays,Human-Written,Human
"balance for performing the defences: the shoulders should be thrown back, the waist brought",CollegeEssay_real_3928,Real College Essays,Human-Written,Human
"forward, and the head well poised on the neck. Every part of the frame must be flexible, but",CollegeEssay_real_3929,Real College Essays,Human-Written,Human
perfectly ready for action.,CollegeEssay_real_3930,Real College Essays,Human-Written,Human
,CollegeEssay_real_3931,Real College Essays,Human-Written,Human
"The principal danger attendant on the horse's rearing is, that the rider may fall over the",CollegeEssay_real_3932,Real College Essays,Human-Written,Human
"croup, and, perhaps, pull the horse backward upon her. To prevent either of these consequences,",CollegeEssay_real_3933,Real College Essays,Human-Written,Human
"immediately that a horse rises, slacken the reins, and bend the body forward, so as to throw",CollegeEssay_real_3934,Real College Essays,Human-Written,Human
"its weight on his shoulders; and the moment his fore-feet come to the ground,--having recovered",CollegeEssay_real_3935,Real College Essays,Human-Written,Human
"your position, gradually, as he descends,--correct him smartly, if he will bear it; or, endeavour",CollegeEssay_real_3936,Real College Essays,Human-Written,Human
"to pull him round two or three times, and thus divert him from his object.",CollegeEssay_real_3937,Real College Essays,Human-Written,Human
,CollegeEssay_real_3938,Real College Essays,Human-Written,Human
"The latter course may also be adopted to prevent his rearing, if the rider should foresee his",CollegeEssay_real_3939,Real College Essays,Human-Written,Human
intention.,CollegeEssay_real_3940,Real College Essays,Human-Written,Human
,CollegeEssay_real_3941,Real College Essays,Human-Written,Human
"A horse that displays any symptoms of kicking, should be held tight in hand. While his head",CollegeEssay_real_3942,Real College Essays,Human-Written,Human
"is well kept up, he cannot do much mischief with his heels.",CollegeEssay_real_3943,Real College Essays,Human-Written,Human
,CollegeEssay_real_3944,Real College Essays,Human-Written,Human
"If, however, when the rider is unprepared, in spite of her exertions he should get his head",CollegeEssay_real_3945,Real College Essays,Human-Written,Human
"down, she must endeavour, by means of the reins, to prevent the animal from throwing himself;",CollegeEssay_real_3946,Real College Essays,Human-Written,Human
"and also, by a proper inclination of her body backward, to save herself from being thrown forward.",CollegeEssay_real_3947,Real College Essays,Human-Written,Human
"Should an opportunity occur, she must endeavour to give him two or three sharp turns: this",CollegeEssay_real_3948,Real College Essays,Human-Written,Human
"may also be done, with advantage, if she detect any incipient attempts in the animal to kick.",CollegeEssay_real_3949,Real College Essays,Human-Written,Human
,CollegeEssay_real_3950,Real College Essays,Human-Written,Human
A horse inclined to rear seldom kicks much: but he may do both alternately; and the rider should,CollegeEssay_real_3951,Real College Essays,Human-Written,Human
"be prepared against his attempts, by keeping her balance in readiness for either of the opponent",CollegeEssay_real_3952,Real College Essays,Human-Written,Human
"defences. She must also take care, that, while she is holding her horse's head up and well",CollegeEssay_real_3953,Real College Essays,Human-Written,Human
"in hand to keep him from kicking, she do not cause him to rear, by too great a degree of pressure",CollegeEssay_real_3954,Real College Essays,Human-Written,Human
on his mouth.,CollegeEssay_real_3955,Real College Essays,Human-Written,Human
,CollegeEssay_real_3956,Real College Essays,Human-Written,Human
EXERCISES IN THE PACES.,CollegeEssay_real_3957,Real College Essays,Human-Written,Human
,CollegeEssay_real_3958,Real College Essays,Human-Written,Human
Although our limits will not permit us to enter into an elaborate detail of the lessons taken,CollegeEssay_real_3959,Real College Essays,Human-Written,Human
"by a pupil in the riding school, it is right that we should give the learner a few useful hints",CollegeEssay_real_3960,Real College Essays,Human-Written,Human
"on the rudiments of riding, and not devote our whole space to the improvement of those who",CollegeEssay_real_3961,Real College Essays,Human-Written,Human
have made considerable progress. While we endeavour to correct bad habits in the self-taught,CollegeEssay_real_3962,Real College Essays,Human-Written,Human
"artist,--in the pupil of a kind friend, an affectionate relative, or of a mere groom,--to confirm",CollegeEssay_real_3963,Real College Essays,Human-Written,Human
"the regularly educated equestrian in the true principles and practice of the art,--to remind",CollegeEssay_real_3964,Real College Essays,Human-Written,Human
"her of what she has forgotten, and to improve upon the knowledge she may have acquired,--we",CollegeEssay_real_3965,Real College Essays,Human-Written,Human
"must not forget those among our young friends, who, having never mounted a horse, are desirous",CollegeEssay_real_3966,Real College Essays,Human-Written,Human
"of learning how to ride with grace and propriety, and who dwell at a distance, or do not feel",CollegeEssay_real_3967,Real College Essays,Human-Written,Human
"inclined to take lessons, from a master. To such, one-third, at least, of our preceding observations",CollegeEssay_real_3968,Real College Essays,Human-Written,Human
"are applicable; and we recommend an attentive perusal of what we have said, as to Mounting,",CollegeEssay_real_3969,Real College Essays,Human-Written,Human
"the Aids, &c., before they aspire to the saddle. Our other remarks they will find useful when",CollegeEssay_real_3970,Real College Essays,Human-Written,Human
they have acquired a little practice.,CollegeEssay_real_3971,Real College Essays,Human-Written,Human
,CollegeEssay_real_3972,Real College Essays,Human-Written,Human
"A quiet and well-trained horse, and a careful attendant, should, if possible, be procured.",CollegeEssay_real_3973,Real College Essays,Human-Written,Human
"A horse, that knows his duty, will almost instruct his rider; and if a friend, who is accustomed",CollegeEssay_real_3974,Real College Essays,Human-Written,Human
"to horses, or a careful servant, accompany the pupil, there is little or nothing to fear, even",CollegeEssay_real_3975,Real College Essays,Human-Written,Human
"in the first attempts. The friend, or groom, may also, by his advice, materially assist the",CollegeEssay_real_3976,Real College Essays,Human-Written,Human
learner in her progress.,CollegeEssay_real_3977,Real College Essays,Human-Written,Human
,CollegeEssay_real_3978,Real College Essays,Human-Written,Human
"It would be needless for us to repeat our advice as to the manner of mounting, holding the",CollegeEssay_real_3979,Real College Essays,Human-Written,Human
"reins, making the horse advance, stop, turn, &c., or the proper disposition of the body and",CollegeEssay_real_3980,Real College Essays,Human-Written,Human
"limbs: all these, in her early lessons, the pupil should gradually practise.",CollegeEssay_real_3981,Real College Essays,Human-Written,Human
,CollegeEssay_real_3982,Real College Essays,Human-Written,Human
THE WALK.,CollegeEssay_real_3983,Real College Essays,Human-Written,Human
,CollegeEssay_real_3984,Real College Essays,Human-Written,Human
"Let the pupil walk the horse forward in a straight line, and at a slow rate, supporting his",CollegeEssay_real_3985,Real College Essays,Human-Written,Human
head in such a manner as to make him keep time in the beats of his pace; but not holding the,CollegeEssay_real_3986,Real College Essays,Human-Written,Human
"reins so tight as to impede the measurement of his steps, or to make him break into a trot",CollegeEssay_real_3987,Real College Essays,Human-Written,Human
"on being slightly animated. The hand should be so held, that it may delicately, but distinctly,",CollegeEssay_real_3988,Real College Essays,Human-Written,Human
"feel, by the operation of the horse's mouth on the reins, every beat of his action. If he do",CollegeEssay_real_3989,Real College Essays,Human-Written,Human
"not exert himself sufficiently, he should be somewhat animated. Should he break into a trot,",CollegeEssay_real_3990,Real College Essays,Human-Written,Human
he must be checked by the reins; but the pull must neither be so firm nor continued as to make,CollegeEssay_real_3991,Real College Essays,Human-Written,Human
"him stop. The moment he obeys the rein and drops into a walk, the hand is to be relaxed. Should",CollegeEssay_real_3992,Real College Essays,Human-Written,Human
"he require animating again, the movement for that purpose must be more gentle than before,",CollegeEssay_real_3993,Real College Essays,Human-Written,Human
lest he once more break into a trot.,CollegeEssay_real_3994,Real College Essays,Human-Written,Human
,CollegeEssay_real_3995,Real College Essays,Human-Written,Human
"After walking in a straight line for a short time, the lady should practise the turn to the",CollegeEssay_real_3996,Real College Essays,Human-Written,Human
"right and to the left; alternately using both hands in these operations, in the manner directed",CollegeEssay_real_3997,Real College Essays,Human-Written,Human
"in a previous page. She must observe, that when she pulls the right rein in order to turn the",CollegeEssay_real_3998,Real College Essays,Human-Written,Human
"horse on that side, the other hand must be relaxed and lowered, or advanced, to slacken the",CollegeEssay_real_3999,Real College Essays,Human-Written,Human
"left rein and ease the horse's mouth, and vice vers?í.",CollegeEssay_real_4000,Real College Essays,Human-Written,Human
,CollegeEssay_real_4001,Real College Essays,Human-Written,Human
"If the horse do not readily obey the hand in turning, or bring forward his croup sufficiently,",CollegeEssay_real_4002,Real College Essays,Human-Written,Human
"he must be urged to throw himself more on the bit, by an animation of the leg or whip. The",CollegeEssay_real_4003,Real College Essays,Human-Written,Human
"animations, during the first lessons, should be commenced with great gentleness, and the rider",CollegeEssay_real_4004,Real College Essays,Human-Written,Human
"will easily discover, by a little experience, to what degree it is necessary to increase them,",CollegeEssay_real_4005,Real College Essays,Human-Written,Human
"in order to procure obedience. This observation should be attended to, were it only for the",CollegeEssay_real_4006,Real College Essays,Human-Written,Human
"pupil's safety; for, if she begin with her animations above the horse's spirit, his courage",CollegeEssay_real_4007,Real College Essays,Human-Written,Human
"will be so raised as to endanger, or, at least, alarm her, and thus render what would otherwise",CollegeEssay_real_4008,Real College Essays,Human-Written,Human
"be an agreeable exercise, unpleasant.",CollegeEssay_real_4009,Real College Essays,Human-Written,Human
,CollegeEssay_real_4010,Real College Essays,Human-Written,Human
"After the pupil has practised walking in a straight line, and turning on either side, for a",CollegeEssay_real_4011,Real College Essays,Human-Written,Human
"few days, she may walk in a circle, and soon make her horse wheel, change, demi-volt, &c. The",CollegeEssay_real_4012,Real College Essays,Human-Written,Human
"circle should be large at first; but when the pupil has acquired her proper equilibrium, &c.,",CollegeEssay_real_4013,Real College Essays,Human-Written,Human
"it must, day by day, be gradually contracted.",CollegeEssay_real_4014,Real College Essays,Human-Written,Human
,CollegeEssay_real_4015,Real College Essays,Human-Written,Human
"In riding round a circle, the inner rein should be rather lowered, and the body inclined inward.",CollegeEssay_real_4016,Real College Essays,Human-Written,Human
"This inclination must be increased during succeeding lessons, as the circle is contracted,",CollegeEssay_real_4017,Real College Essays,Human-Written,Human
"and the pupil quickens the pace of her horse. She must practise in the large circle, until",CollegeEssay_real_4018,Real College Essays,Human-Written,Human
"she is able, by her hands and aids, to make the horse perform it correctly. The inside rein",CollegeEssay_real_4019,Real College Essays,Human-Written,Human
"must be delicately acted upon; if it be jerked, at distant intervals, or borne upon, without",CollegeEssay_real_4020,Real College Essays,Human-Written,Human
"intermission, the horse, in the former case, will swerve in and out, and, in the latter, the",CollegeEssay_real_4021,Real College Essays,Human-Written,Human
"rider's hand, and the animal's mouth, will both become, in some degree, deadened; and thus",CollegeEssay_real_4022,Real College Essays,Human-Written,Human
"their correspondence will be decreased. In order to procure correct action, the inner rein",CollegeEssay_real_4023,Real College Essays,Human-Written,Human
"should be alternately borne on in a very slight degree, and relaxed the next instant,--the",CollegeEssay_real_4024,Real College Essays,Human-Written,Human
hand keeping exact time in its operations with the cadence of the horse's feet. The direction,CollegeEssay_real_4025,Real College Essays,Human-Written,Human
"is to be frequently changed; the pupil alternately working to the right and the left, so as",CollegeEssay_real_4026,Real College Essays,Human-Written,Human
to bring both her hands into practice.,CollegeEssay_real_4027,Real College Essays,Human-Written,Human
,CollegeEssay_real_4028,Real College Essays,Human-Written,Human
